unit_number,cycle,true_rul,kl_div,js_div,wasserstein,recon_error,drift_flag,op_cluster,latent_mu_norm
47,212,46,0.000386,9.7e-05,9.5e-05,3.50281,False,5,19.2726
47,213,45,0.000452,0.000113,0.000124,3.548712,False,0,19.279
47,214,44,0.002648,0.000663,0.000718,3.230795,False,3,19.2647
47,215,43,0.000789,0.000198,0.000213,3.525226,False,2,19.2718
47,216,42,0.000622,0.000156,0.000173,3.467571,False,5,19.2823
47,217,41,0.003918,0.000981,0.001061,3.410007,False,3,19.2698
47,218,40,0.000542,0.000135,0.000151,3.142918,False,0,19.2799
47,219,39,0.003654,0.000915,0.000985,3.267657,False,3,19.2685
47,220,38,0.000823,0.000206,0.000229,3.205042,False,0,19.2823
47,221,37,0.003853,0.000965,0.001038,3.14175,False,3,19.2696
47,222,36,0.050749,0.012785,0.013123,2.990282,False,4,19.0774
47,223,35,0.001013,0.000253,0.000231,3.089952,False,3,19.2506
47,224,34,0.000343,8.6e-05,9.1e-05,3.135679,False,5,19.2795
48,52,125,0.000996,0.000249,0.000251,3.291276,False,0,19.256
48,53,125,0.000457,0.000114,0.000115,3.344618,False,5,19.2611
48,54,125,0.001048,0.000262,0.000264,3.330831,False,0,19.2555
48,55,125,0.085808,0.021207,0.021032,3.399109,False,4,18.8343
48,56,125,0.00213,0.000532,0.000583,3.533439,False,2,19.2357
48,57,125,0.00065,0.000162,0.000169,3.70831,False,2,19.2456
48,58,125,0.000469,0.000117,0.000117,3.855836,False,2,19.2481
48,59,125,0.000555,0.000138,0.000136,3.83795,False,0,19.2598
48,60,125,0.001839,0.000459,0.000418,3.854096,False,3,19.2241
48,61,125,0.000428,0.000107,0.000109,3.854532,False,5,19.2613
48,62,125,0.002775,0.000692,0.000644,3.843196,False,3,19.218
48,63,125,0.07489,0.018538,0.018956,3.850195,False,4,18.8386
48,64,125,0.014537,0.003623,0.003943,3.881229,False,3,19.185
48,65,125,0.000879,0.00022,0.000241,3.829748,False,0,19.2552
48,66,125,0.000778,0.000194,0.000199,3.894673,False,0,19.257
48,67,125,0.000397,9.9e-05,0.000102,3.924207,False,0,19.2607
48,68,125,0.000732,0.000183,0.000191,4.074855,False,2,19.2452
48,69,125,0.000207,5.2e-05,4.8e-05,4.020741,False,0,19.2639
48,70,125,0.000487,0.000122,0.00012,3.788661,False,0,19.2606
48,71,125,0.007862,0.001959,0.00176,3.679919,False,1,19.1126
48,72,125,0.003897,0.000972,0.00101,3.774571,False,3,19.2098
48,73,125,0.000469,0.000117,0.000123,3.820131,False,0,19.259
48,74,125,0.000596,0.000149,0.000153,3.520303,False,5,19.2595
48,75,125,0.002562,0.000639,0.000601,3.64299,False,3,19.2186
48,76,125,0.003116,0.000778,0.000751,3.628418,False,3,19.2141
48,77,125,0.000477,0.000119,0.000123,3.538044,False,5,19.2602
48,78,125,0.000432,0.000108,0.000109,3.556004,False,0,19.2604
48,79,125,0.000326,8.2e-05,8e-05,3.700299,False,2,19.2499
48,80,125,0.001909,0.000477,0.000446,3.676823,False,3,19.2243
48,81,125,0.007594,0.001893,0.001835,3.606109,False,1,19.1001
48,82,125,0.000819,0.000204,0.000228,3.671031,False,0,19.2556
48,83,125,0.058284,0.01444,0.014627,3.741107,False,4,18.8561
48,84,125,0.009867,0.002461,0.002724,3.702155,False,3,19.1962
48,85,125,0.000711,0.000178,0.000194,3.7577,False,5,19.2575
48,86,125,0.019576,0.004871,0.004983,3.73038,False,1,19.0733
48,87,125,0.001219,0.000305,0.000341,3.676175,False,0,19.2529
48,88,125,0.000462,0.000115,0.00012,3.442138,False,0,19.2595
48,89,125,0.000469,0.000117,0.000117,3.682681,False,2,19.248
48,90,125,0.000529,0.000132,0.00013,3.649796,False,0,19.2602
48,91,125,0.027748,0.006893,0.006838,3.709023,False,4,18.8925
48,92,125,0.001657,0.000414,0.000473,3.711193,False,0,19.2511
48,93,125,0.000207,5.1e-05,5.2e-05,3.717148,False,5,19.2639
48,94,125,0.041924,0.010402,0.010738,3.825374,False,4,18.8718
48,95,125,0.002448,0.000611,0.000678,3.880238,False,2,19.235
48,96,125,0.018063,0.004494,0.004662,3.736318,False,4,18.9048
48,97,125,0.00148,0.00037,0.000425,3.860216,False,0,19.2528
48,98,125,0.000137,3.4e-05,3.5e-05,3.589466,False,0,19.264
48,99,125,0.000322,8.1e-05,8.1e-05,3.464084,False,0,19.2619
48,100,125,0.000269,6.7e-05,6.6e-05,3.380933,False,0,19.2626
48,101,125,0.000641,0.00016,0.00016,3.694089,False,2,19.2462
48,102,125,0.00058,0.000144,0.000143,3.681553,False,0,19.2596
48,103,125,0.010264,0.002556,0.002286,3.688652,False,1,19.1039
48,104,125,0.00363,0.000906,0.000965,3.526472,False,3,19.2111
48,105,125,0.060304,0.014947,0.015299,3.288101,False,4,18.8527
48,106,125,0.06748,0.01671,0.017117,3.204815,False,4,18.8477
48,107,125,0.023823,0.005929,0.00643,3.10179,False,1,19.0692
48,108,125,0.040281,0.01,0.010434,3.321404,False,4,18.8725
48,109,125,0.053509,0.013265,0.013469,3.32741,False,4,18.862
48,110,125,0.00238,0.000594,0.000662,3.53105,False,2,19.236
48,111,125,0.000373,9.3e-05,9.7e-05,3.530367,False,0,19.2607
48,112,125,0.000425,0.000106,0.000104,3.549566,False,0,19.2609
48,113,125,0.02503,0.006221,0.006275,3.59179,False,4,18.8954
48,114,125,0.001487,0.000372,0.000421,3.647684,False,5,19.2537
48,115,125,0.000233,5.8e-05,6e-05,3.641736,False,0,19.2624
48,116,125,0.001502,0.000375,0.000355,3.550387,False,3,19.223
48,117,125,0.000412,0.000103,0.000107,3.284228,False,0,19.26
48,118,125,0.000281,7e-05,7e-05,3.46625,False,0,19.2623
48,119,125,0.001165,0.000291,0.000269,3.408659,False,3,19.229
48,120,125,0.000156,3.9e-05,3.8e-05,3.354268,False,0,19.2643
48,121,125,0.001593,0.000398,0.000363,3.3492,False,3,19.2246
48,122,125,0.025085,0.006237,0.006394,3.477398,False,4,18.8935
48,123,125,0.001744,0.000436,0.000498,3.461226,False,0,19.2508
48,124,125,0.004122,0.001029,0.001098,3.446411,False,1,19.1107
48,125,125,0.001003,0.00025,0.000276,3.631094,False,2,19.2429
48,126,125,0.013051,0.003251,0.003354,3.684153,False,1,19.0853
48,127,125,0.019596,0.00488,0.005219,3.665098,False,1,19.0765
48,128,125,0.001398,0.000349,0.000395,3.392759,False,0,19.2523
48,129,125,0.000297,7.4e-05,7.5e-05,3.534482,False,0,19.2617
48,130,125,0.000164,4.1e-05,3.9e-05,3.572308,False,0,19.2645
48,131,125,0.000817,0.000204,0.000187,3.589908,False,3,19.2317
48,132,125,0.000239,6e-05,6.1e-05,3.488436,False,5,19.2639
48,133,125,0.00161,0.000402,0.000375,3.437194,False,3,19.2243
48,134,125,0.00065,0.000163,0.000165,3.639734,False,2,19.2459
48,135,124,0.000388,9.7e-05,9.5e-05,3.765549,False,2,19.2491
48,136,123,0.000542,0.000135,0.000135,3.96931,False,2,19.2473
48,137,122,0.007157,0.001783,0.001625,3.90723,False,1,19.1071
48,138,121,0.000377,9.4e-05,0.000102,3.639918,False,0,19.2598
48,139,120,0.00095,0.000237,0.000227,3.7639,False,3,19.2261
48,140,119,0.000251,6.3e-05,6.4e-05,3.699409,False,0,19.2621
48,141,118,0.000208,5.2e-05,5.1e-05,3.861357,False,2,19.2518
48,142,117,0.000275,6.9e-05,6.6e-05,3.835022,False,0,19.2633
48,143,116,7.1e-05,1.8e-05,1.7e-05,3.739097,False,5,19.2691
48,144,115,0.000207,5.2e-05,5e-05,3.628647,False,2,19.252
48,145,114,0.000178,4.4e-05,4.4e-05,3.879882,False,2,19.2526
48,146,113,0.016661,0.004144,0.004037,3.955634,False,4,18.9145
48,147,112,0.001128,0.000282,0.000322,3.954924,False,0,19.2541
48,148,111,4.8e-05,1.2e-05,1.1e-05,3.949068,False,0,19.2665
48,149,110,0.004833,0.001205,0.001197,3.887055,False,1,19.108
48,150,109,0.0122,0.003041,0.003294,3.600364,False,1,19.0905
48,151,108,0.016254,0.00405,0.004394,3.7553,False,1,19.0831
48,152,107,0.001456,0.000364,0.000397,3.831258,False,2,19.2406
48,153,106,0.000119,3e-05,2.9e-05,3.831862,False,5,19.2657
48,154,105,0.000136,3.4e-05,3.2e-05,3.813102,False,5,19.2663
48,155,104,0.00056,0.00014,0.000131,3.724302,False,3,19.2349
48,156,103,0.014541,0.00362,0.003686,3.738706,False,4,18.9128
48,157,102,0.001027,0.000256,0.00029,3.704435,False,5,19.2579
48,158,101,0.000128,3.2e-05,3.3e-05,3.599993,False,5,19.2653
48,159,100,0.000153,3.8e-05,3.7e-05,3.335905,False,5,19.2656
48,160,99,0.000233,5.8e-05,5.7e-05,3.485857,False,5,19.2643
48,161,98,9.9e-05,2.4e-05,2.3e-05,3.475464,False,0,19.2662
48,162,97,0.014857,0.003696,0.003683,3.451825,False,4,18.9133
48,163,96,0.000712,0.000178,0.000204,3.474828,False,0,19.2583
48,164,95,5.6e-05,1.4e-05,1.3e-05,3.513144,False,0,19.2664
48,165,94,0.000157,3.9e-05,3.7e-05,3.479622,False,0,19.2648
48,166,93,0.000558,0.000139,0.000132,3.518484,False,3,19.2368
48,167,92,0.004642,0.001157,0.001169,3.493585,False,1,19.1092
48,168,91,0.018055,0.004493,0.004621,3.501393,False,4,18.907
48,169,90,0.000956,0.000239,0.00027,3.583228,False,0,19.2577
48,170,89,0.000234,5.9e-05,6.3e-05,3.490408,False,3,19.2328
48,171,88,0.000489,0.000123,0.000126,3.464099,False,3,19.23
48,172,87,0.000249,6.2e-05,6.2e-05,3.615934,False,2,19.2504
48,173,86,0.000101,2.5e-05,2.2e-05,3.523255,False,0,19.2665
48,174,85,0.001407,0.000351,0.000317,3.306448,False,1,19.1269
48,175,84,9.1e-05,2.3e-05,2.6e-05,3.432745,False,0,19.2647
48,176,83,0.001736,0.000434,0.000444,3.441704,False,1,19.1217
48,177,82,0.006104,0.001523,0.001685,3.499623,False,1,19.109
48,178,81,0.000724,0.000181,0.000198,3.630811,False,2,19.2467
48,179,80,0.001284,0.000321,0.000348,3.605626,False,1,19.1243
48,180,79,0.004765,0.001189,0.001243,3.611136,False,4,18.9381
48,181,78,0.008135,0.00203,0.002247,3.658082,False,1,19.1055
48,182,77,0.005202,0.001298,0.001453,3.599803,False,1,19.1129
48,183,76,0.002962,0.00074,0.000818,3.324936,False,3,19.2201
48,184,75,7.3e-05,1.8e-05,2e-05,3.198672,False,0,19.265
48,185,74,0.003399,0.000848,0.000859,3.150077,False,4,18.9441
48,186,73,0.007954,0.001984,0.002218,3.26395,False,1,19.1063
48,187,72,0.000478,0.00012,0.000135,3.335445,False,0,19.2611
48,188,71,0.001202,0.0003,0.000322,3.276693,False,1,19.1263
48,189,70,0.000378,9.5e-05,0.000106,3.29096,False,5,19.2622
48,190,69,2.5e-05,6e-06,6e-06,3.155915,False,2,19.2567
48,191,68,6.9e-05,1.7e-05,1.5e-05,3.33093,False,0,19.2682
48,192,67,0.001362,0.000341,0.000386,3.252899,False,1,19.152
48,193,66,7e-05,1.7e-05,1.8e-05,3.118819,False,2,19.2542
48,194,65,4.5e-05,1.1e-05,1.2e-05,2.994065,False,5,19.2711
48,195,64,5.6e-05,1.4e-05,1.4e-05,3.113185,False,0,19.2696
48,196,63,5.4e-05,1.3e-05,1.4e-05,3.145692,False,0,19.2703
48,197,62,7.4e-05,1.9e-05,2.1e-05,3.10476,False,5,19.2726
48,198,61,7.1e-05,1.8e-05,2.1e-05,3.17799,False,2,19.2606
48,199,60,0.00668,0.001673,0.001874,3.173348,False,1,19.1634
48,200,59,0.000414,0.000103,0.000112,3.201378,False,4,18.9744
48,201,58,0.002235,0.000558,0.000615,2.962192,False,3,19.2279
48,202,57,0.000789,0.000198,0.000193,3.113426,False,1,19.141
48,203,56,0.000202,5e-05,5.5e-05,3.272328,False,2,19.2537
48,204,55,0.00015,3.7e-05,3.3e-05,3.252738,False,1,19.1454
48,205,54,8.5e-05,2.2e-05,2.1e-05,3.275534,False,0,19.2702
48,206,53,0.000489,0.000122,0.000119,3.277962,False,1,19.1512
48,207,52,7.1e-05,1.8e-05,1.7e-05,3.441758,False,2,19.2583
48,208,51,0.00087,0.000217,0.000224,3.515746,False,4,18.9819
48,209,50,0.000412,0.000103,0.00011,3.680096,False,2,19.255
48,210,49,0.000147,3.7e-05,4.1e-05,3.713707,False,0,19.2745
48,211,48,0.001238,0.00031,0.000344,3.60077,False,3,19.256
48,212,47,0.000158,4e-05,4.5e-05,3.634553,False,0,19.2745
48,213,46,0.005754,0.001441,0.001588,3.614256,False,1,19.1747
48,214,45,0.00022,5.5e-05,5.1e-05,3.558689,False,3,19.2465
49,52,125,0.000694,0.000173,0.000185,2.798164,False,0,19.257
49,53,125,0.000307,7.7e-05,7.5e-05,2.732522,False,0,19.2623
49,54,125,0.009308,0.002318,0.002198,2.744717,False,1,19.0971
49,55,125,0.000741,0.000185,0.000205,2.737898,False,0,19.2565
49,56,125,0.017606,0.004382,0.004399,2.681185,False,1,19.0783
49,57,125,0.005861,0.001462,0.001591,2.700584,False,3,19.2054
49,58,125,0.022024,0.005482,0.005805,2.664932,False,1,19.0699
49,59,125,0.008022,0.002001,0.002191,2.62765,False,3,19.1999
49,60,125,0.001042,0.00026,0.000284,2.597976,False,0,19.2544
49,61,125,0.051166,0.012686,0.012856,2.406345,False,4,18.8628
49,62,125,0.030391,0.007559,0.008,2.563481,False,1,19.0599
49,63,125,0.022418,0.005581,0.006039,2.504637,False,1,19.0703
49,64,125,0.00172,0.00043,0.00047,2.690842,False,2,19.2385
49,65,125,0.011179,0.002786,0.002877,2.7566,False,1,19.0903
49,66,125,0.000959,0.00024,0.000264,2.869422,False,2,19.2432
49,67,125,0.000272,6.8e-05,6.7e-05,2.858076,False,0,19.2624
49,68,125,0.000154,3.9e-05,3.6e-05,3.032234,False,2,19.2531
49,69,125,0.001375,0.000343,0.000316,3.061154,False,3,19.2277
49,70,125,0.025322,0.006294,0.006412,3.144738,False,4,18.8935
49,71,125,0.001749,0.000437,0.000497,3.098959,False,5,19.2523
49,72,125,0.000264,6.6e-05,6.8e-05,3.007112,False,0,19.2618
49,73,125,0.000196,4.9e-05,4.9e-05,2.786252,False,5,19.2648
49,74,125,0.037175,0.009228,0.0095,3.008864,False,4,18.877
49,75,125,0.001533,0.000383,0.000435,2.960654,False,5,19.2536
49,76,125,0.008767,0.002185,0.002295,2.945757,False,1,19.0966
49,77,125,0.040297,0.010003,0.01036,3.041794,False,4,18.873
49,78,125,0.001591,0.000398,0.000456,3.12325,False,0,19.2525
49,79,125,0.000201,5e-05,5.3e-05,3.210242,False,2,19.2511
49,80,125,0.00097,0.000242,0.000225,3.17296,False,3,19.2281
49,81,125,0.02717,0.006753,0.00694,3.031538,False,4,18.8902
49,82,125,0.002282,0.00057,0.000652,3.172089,False,0,19.248
49,83,125,0.000188,4.7e-05,4.9e-05,2.873049,False,5,19.2643
49,84,125,0.00036,9e-05,9.1e-05,3.179829,False,2,19.2492
49,85,125,0.000196,4.9e-05,4.8e-05,3.095591,False,5,19.2653
49,86,125,0.000202,5e-05,4.8e-05,3.119362,False,5,19.2653
49,87,125,0.000356,8.9e-05,9e-05,3.087648,False,0,19.2614
49,88,125,0.000298,7.5e-05,7.4e-05,3.049107,False,0,19.2622
49,89,125,0.020289,0.005045,0.004994,3.073416,False,4,18.906
49,90,125,0.044125,0.010945,0.011268,3.177226,False,4,18.8707
49,91,125,0.001864,0.000466,0.000521,3.318248,False,2,19.2391
49,92,125,0.021861,0.005437,0.005724,3.440208,False,4,18.8975
49,93,125,0.001369,0.000342,0.000393,3.385701,False,0,19.2537
49,94,125,0.000191,4.8e-05,4.9e-05,3.561572,False,2,19.2514
49,95,125,9.6e-05,2.4e-05,2.3e-05,3.616392,False,5,19.2676
49,96,125,0.000161,4e-05,3.9e-05,3.604618,False,0,19.2648
49,97,125,0.000945,0.000236,0.000218,3.588881,False,3,19.2319
49,98,125,0.000149,3.7e-05,3.6e-05,3.629832,False,0,19.2647
49,99,125,0.000198,5e-05,4.9e-05,3.580068,False,5,19.2651
49,100,125,0.011056,0.002754,0.00279,3.616624,False,4,18.9208
49,101,125,0.001252,0.000313,0.00036,3.693144,False,0,19.2537
49,102,125,0.003869,0.000966,0.001021,3.665618,False,1,19.1112
49,103,125,0.00477,0.001191,0.001313,3.566372,False,3,19.2101
49,104,125,0.00029,7.2e-05,8e-05,3.63525,False,0,19.2609
49,105,125,0.00014,3.5e-05,3.4e-05,3.579579,False,0,19.2646
49,106,125,9e-05,2.3e-05,2.1e-05,3.615087,False,0,19.2667
49,107,125,0.00995,0.002478,0.002401,3.691012,False,4,18.9254
49,108,125,0.010781,0.002688,0.002953,3.714097,False,1,19.0954
49,109,125,0.005265,0.001314,0.001461,3.74212,False,3,19.2092
49,110,125,0.002983,0.000745,0.00081,3.619446,False,3,19.2151
49,111,125,0.003503,0.000874,0.00094,3.541223,False,3,19.2122
49,112,125,0.00053,0.000133,0.000136,3.657369,False,2,19.2466
49,113,125,0.024975,0.00621,0.006426,3.497216,False,4,18.893
49,114,125,0.006281,0.001568,0.001753,3.539231,False,3,19.2082
49,115,125,0.002474,0.000618,0.000687,3.295909,False,3,19.218
49,116,125,0.000381,9.5e-05,9.8e-05,3.5678,False,2,19.2483
49,117,125,0.001085,0.000271,0.000256,3.246122,False,3,19.2258
49,118,125,0.000116,2.9e-05,2.8e-05,3.353678,False,5,19.266
49,119,125,0.000135,3.4e-05,3.4e-05,3.34473,False,5,19.2661
49,120,125,0.004598,0.001146,0.001082,3.348439,False,1,19.1111
49,121,125,0.00212,0.000529,0.00058,3.340046,False,3,19.2197
49,122,125,0.009309,0.002321,0.002508,3.299795,False,1,19.0963
49,123,125,0.00087,0.000217,0.000242,3.244826,False,5,19.2575
49,124,125,0.000334,8.4e-05,8.3e-05,3.391162,False,2,19.2492
49,125,125,0.000283,7.1e-05,6.9e-05,3.506738,False,2,19.2506
49,126,125,0.019417,0.004828,0.004837,3.556429,False,4,18.9049
49,127,125,0.001178,0.000294,0.000326,3.678824,False,2,19.2428
49,128,125,0.010475,0.00261,0.002713,3.448146,False,4,18.9207
49,129,125,0.01327,0.003304,0.003444,3.629624,False,4,18.9161
49,130,125,0.005051,0.001261,0.001422,3.604227,False,3,19.213
49,131,125,0.002186,0.000546,0.00061,3.581464,False,3,19.2204
49,132,125,0.012784,0.003186,0.003371,3.509197,False,1,19.0887
49,133,125,0.001039,0.00026,0.000284,3.417047,False,2,19.2431
49,134,125,7.9e-05,2e-05,1.9e-05,3.588532,False,0,19.2656
49,135,125,0.001052,0.000262,0.000248,3.602391,False,1,19.1264
49,136,125,0.000395,9.9e-05,0.000109,3.776354,False,2,19.2483
49,137,125,6.5e-05,1.6e-05,1.5e-05,3.7639,False,0,19.2666
49,138,125,6.9e-05,1.7e-05,1.7e-05,3.651862,False,5,19.2692
49,139,125,0.014695,0.003657,0.003642,3.619803,False,4,18.9132
49,140,125,0.006507,0.001624,0.001809,3.327729,False,3,19.2067
49,141,125,0.011554,0.002878,0.003032,3.483118,False,4,18.9172
49,142,125,0.001734,0.000433,0.000492,3.442514,False,5,19.253
49,143,125,4.6e-05,1.1e-05,1.2e-05,3.143092,False,5,19.2674
49,144,125,0.00021,5.2e-05,5.2e-05,3.315554,False,0,19.2634
49,145,125,8.7e-05,2.2e-05,2.1e-05,3.353886,False,0,19.2665
49,146,125,0.008273,0.002061,0.002012,3.36206,False,4,18.9294
49,147,125,0.004749,0.001185,0.001324,3.398668,False,3,19.2118
49,148,125,0.009902,0.002468,0.002589,3.420366,False,4,18.9219
49,149,125,0.001233,0.000308,0.000352,3.399035,False,0,19.255
49,150,125,0.000293,7.3e-05,7.8e-05,3.37527,False,3,19.232
49,151,125,0.01119,0.002788,0.002894,3.363004,False,4,18.9201
49,152,125,0.001294,0.000323,0.000356,3.53925,False,2,19.2431
49,153,125,5e-05,1.3e-05,1.1e-05,3.627654,False,0,19.267
49,154,125,0.000744,0.000186,0.000179,3.6066,False,1,19.1281
49,155,125,0.000296,7.4e-05,8.4e-05,3.595212,False,0,19.2612
49,156,125,6.6e-05,1.7e-05,1.5e-05,3.522546,False,0,19.2665
49,157,125,0.006703,0.001671,0.001688,3.543036,False,4,18.9319
49,158,125,0.000983,0.000246,0.000272,3.712278,False,2,19.2453
49,159,125,4e-05,1e-05,9e-06,3.755957,False,0,19.2673
49,160,125,0.002903,0.000724,0.000718,3.809191,False,4,18.9451
49,161,125,0.00089,0.000223,0.000246,3.752656,False,2,19.2463
49,162,125,1.4e-05,4e-06,3e-06,3.996972,False,2,19.2574
49,163,125,6e-05,1.5e-05,1.4e-05,3.954311,False,5,19.2706
49,164,125,6.5e-05,1.6e-05,1.7e-05,3.93442,False,5,19.2699
49,165,125,0.000747,0.000186,0.000176,3.702411,False,3,19.2346
49,166,125,0.00058,0.000145,0.000132,3.801324,False,3,19.2317
49,167,125,0.012711,0.003166,0.003273,3.919146,False,4,18.9158
49,168,125,0.006377,0.001592,0.001778,3.895253,False,3,19.2078
49,169,125,0.005091,0.00127,0.001403,3.863965,False,1,19.1131
49,170,125,0.000519,0.00013,0.000146,3.899293,False,0,19.2596
49,171,125,1.5e-05,4e-06,4e-06,3.930518,False,0,19.2689
49,172,125,0.001416,0.000353,0.000348,3.991601,False,4,18.9529
49,173,124,0.007363,0.001837,0.002042,3.705292,False,1,19.1077
49,174,123,0.000419,0.000105,0.000116,3.606318,False,0,19.2621
49,175,122,5.9e-05,1.5e-05,1.4e-05,3.649782,False,5,19.2675
49,176,121,4.2e-05,1e-05,1.2e-05,3.405841,False,0,19.2699
49,177,120,0.0006,0.00015,0.000138,3.49449,False,1,19.1359
49,178,119,0.002884,0.00072,0.000778,3.500046,False,4,18.9442
49,179,118,0.000709,0.000177,0.000198,3.493289,False,0,19.2606
49,180,117,0.000267,6.7e-05,5.4e-05,3.576724,False,4,18.9714
49,181,116,0.006295,0.001571,0.00177,3.554039,False,1,19.1137
49,182,115,0.002325,0.000581,0.000647,3.314836,False,3,19.2243
49,183,114,3.7e-05,9e-06,1e-05,3.452609,False,5,19.2677
49,184,113,4.1e-05,1e-05,1e-05,3.493142,False,2,19.2562
49,185,112,0.000365,9.1e-05,9.5e-05,3.255425,False,3,19.2404
49,186,111,0.001366,0.000341,0.00037,3.477681,False,4,18.9518
49,187,110,0.000783,0.000196,0.000224,3.456563,False,0,19.2585
49,188,109,1.8e-05,4e-06,5e-06,3.429569,False,0,19.2705
49,189,108,0.000221,5.5e-05,6.2e-05,3.370479,False,3,19.2427
49,190,107,6.7e-05,1.6e-05,1.7e-05,3.344164,False,3,19.2397
49,191,106,0.001538,0.000384,0.000413,3.346642,False,1,19.1226
49,192,105,0.004271,0.001067,0.001204,3.360536,False,1,19.117
49,193,104,0.000404,0.000101,0.00011,3.534664,False,2,19.2509
49,194,103,2.8e-05,7e-06,7e-06,3.523544,False,0,19.2704
49,195,102,8.2e-05,2.1e-05,2.4e-05,3.584867,False,2,19.2614
49,196,101,0.001102,0.000276,0.000297,3.555442,False,1,19.1444
49,197,100,0.002108,0.000527,0.000587,3.559414,False,1,19.1246
49,198,99,0.000256,6.4e-05,7.1e-05,3.585592,False,0,19.2637
49,199,98,0.000299,7.5e-05,8e-05,3.51655,False,1,19.1359
49,200,97,0.001132,0.000283,0.000306,3.449524,False,3,19.2311
49,201,96,0.000939,0.000234,0.000259,3.258282,False,4,18.9578
49,202,95,0.00243,0.000607,0.000651,3.475678,False,4,18.9501
49,203,94,0.001227,0.000307,0.000333,3.4684,False,4,18.9635
49,204,93,0.000839,0.00021,0.000214,3.585949,False,4,18.9707
49,205,92,0.002206,0.000551,0.000599,3.521009,False,3,19.2304
49,206,91,0.000179,4.5e-05,4.4e-05,3.365462,False,3,19.2401
49,207,90,0.00092,0.00023,0.000257,3.111484,False,1,19.1319
49,208,89,0.002677,0.000668,0.000753,3.258349,False,1,19.1261
49,209,88,0.001805,0.000451,0.000502,3.188094,False,4,18.952
49,210,87,0.000716,0.000179,0.000199,2.913246,False,0,19.2607
49,211,86,0.000405,0.000101,9.8e-05,2.809043,False,1,19.1428
49,212,85,0.002191,0.000547,0.000611,2.96023,False,1,19.1291
49,213,84,0.00021,5.2e-05,5.4e-05,2.987608,False,0,19.2668
49,214,83,0.00149,0.000373,0.000363,3.033146,False,4,18.986
49,215,82,0.000476,0.000119,0.00013,3.209333,False,2,19.2533
49,216,81,0.00121,0.000303,0.000311,3.269681,False,4,18.9848
49,217,80,0.000409,0.000102,0.000101,3.262231,False,0,19.2676
49,218,79,0.001553,0.000389,0.000357,3.281944,False,1,19.1582
49,219,78,0.000171,4.3e-05,4e-05,3.357935,False,0,19.2721
49,220,77,0.000106,2.6e-05,3e-05,3.478679,False,2,19.2627
49,221,76,0.000193,4.8e-05,5.3e-05,3.538881,False,2,19.2638
49,222,75,0.000191,4.8e-05,5.4e-05,3.65538,False,2,19.264
49,223,74,0.000233,5.8e-05,6.6e-05,3.699404,False,5,19.277
49,224,73,0.000232,5.8e-05,6.6e-05,3.688035,False,0,19.2755
49,225,72,0.000236,5.9e-05,6.7e-05,3.690741,False,5,19.2772
49,226,71,0.000227,5.7e-05,6.4e-05,3.763377,False,2,19.2647
49,227,70,0.000253,6.3e-05,7.1e-05,3.907557,False,2,19.2651
49,228,69,0.00025,6.2e-05,7e-05,4.062001,False,2,19.2651
49,229,68,0.000289,7.2e-05,8.3e-05,3.989416,False,0,19.2765
49,230,67,0.024371,0.006117,0.006823,4.00993,False,4,19.0402
49,231,66,8.5e-05,2.1e-05,2.1e-05,4.046685,False,0,19.2722
49,232,65,0.017972,0.004515,0.004511,4.124054,False,4,19.0328
49,233,64,0.000355,8.9e-05,9e-05,3.863484,False,5,19.2693
49,234,63,0.003061,0.000767,0.000737,3.983755,False,1,19.1667
49,235,62,0.000154,3.9e-05,3.7e-05,4.008328,False,0,19.2726
49,236,61,0.015116,0.003796,0.003813,4.083412,False,4,19.0281
49,237,60,0.00977,0.00245,0.002451,4.119325,False,4,19.014
49,238,59,0.00048,0.00012,0.000119,4.0794,False,0,19.2679
49,239,58,0.000369,9.3e-05,0.000102,4.124996,False,0,19.2779
49,240,57,0.000355,8.9e-05,1e-04,4.118996,False,5,19.2792
49,241,56,0.000345,8.7e-05,9.8e-05,4.07263,False,5,19.2788
49,242,55,0.000354,8.8e-05,0.000101,3.878345,False,0,19.2775
49,243,54,0.000455,0.000114,0.000127,4.15007,False,2,19.2682
49,244,53,0.002324,0.000581,0.00064,3.82632,False,3,19.2617
49,245,52,0.000561,0.00014,0.000159,3.952639,False,0,19.2798
49,246,51,0.0005,0.000125,0.00014,3.948336,False,5,19.281
49,247,50,0.002466,0.000617,0.000679,3.968392,False,3,19.2624
49,248,49,0.000551,0.000138,0.000152,4.044596,False,2,19.2693
49,249,48,0.000466,0.000117,0.000131,4.045405,False,5,19.2805
49,250,47,0.000715,0.000179,0.000202,4.058343,False,0,19.2813
49,251,46,0.002818,0.000705,0.000771,3.96758,False,3,19.2645
49,252,45,0.002737,0.000685,0.000753,3.877504,False,3,19.2643
49,253,44,0.017472,0.004383,0.004739,3.82174,False,1,19.2014
49,254,43,0.007288,0.001828,0.001794,3.796261,False,1,19.1817
49,255,42,0.000411,0.000103,0.000104,3.842521,False,0,19.2772
49,256,41,0.000568,0.000142,0.000158,3.841201,False,5,19.2819
49,257,40,0.000621,0.000156,0.000174,3.827856,False,5,19.2823
49,258,39,0.003084,0.000772,0.000841,3.791572,False,3,19.2659
49,259,38,0.003425,0.000857,0.000929,3.767712,False,3,19.268
49,260,37,0.001013,0.000253,0.000275,3.842825,False,2,19.2735
